,organizations,label,score,link,summary
264,"['C', 'CMS', 'C', 'F', 'RutgersUniversity', 'CMS', 'CMS', 'CMS']",NEGATIVE,-0.9924460649490356,CMS-2018-0106-0212," The current regulations sensibly require annual updates to emergency plans, policies and procedures, the communications plan, and the training and testing program . The regulations require that staff receive annual training in emergency preparedness . We strongly oppose this weakening of resident protections . The effort and expense of annual updating and training is far outweighed by a nursing home prepared for an emergency ."
265,"['HealthCare', 'RNHC']",NEGATIVE,-0.9797230362892151,CMS-2018-0106-0128," The proposed rule document, CMS-3346-P, makes a lot of good points and has justification for the removal and edits of existing regulations . I agree with the edits laid out for 42 CFR 403.736(a) which would allow more flexibility to the Religious Non-medical Health Care Institutions (RNHCI) Requiring the formality of drawing up discharge plans is costing them more money ."
269,"['C', 'C', 'F', 'CMS', 'CMS', 'CMS', 'CMS', 'CMS', 'Maria', 'Creek']",NEGATIVE,-0.982757568359375,CMS-2018-0106-0133," Maria Greene, a subject matter expert in the area of emergency preparedness for adults with access and functional needs, writes to Seema Verma . Greene: The current regulations sensibly require annual updates to emergency plans, policies and procedures, the communications plan, and the training and testing program ."
274,"['Administration', 'TrumpAdministration']",POSITIVE,0.9664820432662964,CMS-2018-0075-2222," In 2014, the Obama Administration proposed a regulation that sought to undermine this long-established policy . Antidepressants, antipsychotics, immunosuppressants, antiretrovirals, antineoplastics and anticonvulsants are among the six protected classes . The protected classes policy is essential for maintaining access to the most appropriate treatment for Medicare beneficiaries ."
283,"['Administration', 'TrumpAdministration']",POSITIVE,0.9664820432662964,CMS-2018-0075-2207," In 2014, the Obama Administration proposed a regulation that sought to undermine this long-established policy . Antidepressants, antipsychotics, immunosuppressants, antiretrovirals, antineoplastics and anticonvulsants are among the six protected classes . The protected classes policy is essential for maintaining access to the most appropriate treatment for Medicare beneficiaries ."
291,"['UMSL', 'Able/DisablePartnership', 'UMSL']",NEGATIVE,-0.9964368343353271,CMS-2018-0106-0286," Student at UMSL is working on Emergency Prepardness . She is a student who has a Developmental Disability . She urges Congress to remove requirement for hospitals at 482.22(d), which states that a hospital's medical staff should attempt to secure autopsies in all cases of unusual deaths and of medical-legal and educational interest ."
292,"['S', 'LPTARehabAssociates', 'Moneta', 'CentersforMedic', 'andMedicaidServices', 'CMS', 'CMS']",POSITIVE,0.956504225730896,CMS-2018-0106-0320," As a licensed physical therapist assistant, I have encountered numerous times when patient care is delayed due to certified plan of care not being signed . Varies reasons for non-signature have occurred due to/including physician being out of clinic for period of time, physician having a mandatory revisit to see patient even if patient is progressing appropriate ."
293,,NEGATIVE,-0.9947441220283508,CMS-2018-0106-0335," I believe that being prepared to handle an emergency event is important but so is taking care of the patient, visitors, and staff in various other ways . The imposition of overbearing and duplicative rules dilutes our attention from other efforts at quality patient care that are at least as important - if not more - to our patient's total well being ."
294,"['EMTALA', 'AS']",NEGATIVE,-0.997298002243042,CMS-2018-0106-0237, CMS-proposed regulatory change would eliminate mandatory transfer agreement between ASCs and local hospitals . Ophthalmology ASC I work for performs hundreds of eye surgeries each month . Removing the requirement for a Transfer Agreement will not endanger the health and safety of patients because they would be receiving healthcare by their PCP or EMTALA provider .
295,"['CMS', 'Preparedness', 'NortheastCoalitionforEmergencyPreparedness', 'Coalition']",POSITIVE,0.9960083365440369,CMS-2018-0106-0337, The Northeast Coalition for Emergency Preparedness truly has a great support process . FEMA training offered by FEMA is exceptional and I encourage any and all facility administrators to attend at least one . The best example is the recent explosion at an oil refinery in Wisconsin. They were all over it!
296,"['City,CountyandHealthcareCoalition', 'HPP', 'Program', 'SE', 'NIM']",NEGATIVE,-0.9997161626815796,CMS-2018-0106-0262," Surveyors are undoing all of the training that Healthcare Coalitions and local emergency preparedness organizations provide due to their lack of knowledge . Surveyors were not prepared and fail to understand what an ""All Hazards Plan"" means and the methodology behind it. Surveyors have made observations and cited deficiencies that if properly trained would not have been made ."
303,,NEGATIVE,-0.9994665384292603,CMS-2018-0135-0003," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . The rule claims to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . Advancing religion, specifically conservative or evangelical Christianity, is the true purpose of this rule ."
304,['ACA'],POSITIVE,0.8717549443244934,CMS-2018-0135-0068," I oppose any rule that would require ACA marketplace plans to send consumers a specific abortion bill each month that represents the share of my premium going toward covering abortion services . That's simply crazy! By going down this road, it opens up the billing practice to a hotbed for political agendas ."
305,,NEGATIVE,-0.9962537288665771,CMS-2018-0135-0028," Billing abortion coverage separately is ludacris and discriminatory . Why aren't separate billings sought for erectile dysfunction? Or Rogain? I don't want to pay for fake hair or fake hardons . Billing abortions separately is discriminatory, says author of abortion coverage ."
306,,NEGATIVE,-0.9993679523468018,CMS-2018-0135-0056," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . It purports to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . The rule does not protect religion, it imposes religion on consumers ."
307,,NEGATIVE,-0.9993679523468018,CMS-2018-0135-0077," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . It purports to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . The rule does not protect religion, it imposes religion on consumers ."
308,,POSITIVE,0.9991514682769775,CMS-2018-0135-0073, If men had to carry/deliver babies they might be more sympathetic to our position . Keep up the good fight. Protect women's right to choose. If men have to carry babies they may be sympathetic to women's position. Keep up with the fight to protect women's rights to choose .
309,,NEGATIVE,-0.9993679523468018,CMS-2018-0135-0007," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . It purports to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . The rule does not protect religion, it imposes religion on consumers ."
310,,NEGATIVE,-0.9982317090034485,CMS-2018-0135-0045, Let's expand the required separate billings;  I have no young children therefore should not be required to pay for childhood inoculations..  Why not pull that figure out--many many more children get these than women getting abortions .  Then I can see just how much these measures cost me.  With perhaps the result that I will object to paying for the health of other people's off spring..
311,,NEGATIVE,-0.9994576573371887,CMS-2018-0135-0008," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . It purports to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . The rule does not protect religion, it imposes religion on consumers ."
312,,NEGATIVE,-0.9993679523468018,CMS-2018-0135-0011," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . It purports to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . The rule does not protect religion, it imposes religion on consumers ."
313,,NEGATIVE,-0.9970031976699829,CMS-2018-0135-0101," I strongly oppose the absurd double billing of patients for abortion services . As long as abortion is legal in this country, I object to my tax money going to this abuse of power. I object . I strongly opposes double billing, as long as it's legal in the U.S."
314,,NEGATIVE,-0.9993679523468018,CMS-2018-0135-00," As a taxpayer, I am dismayed by the unnecessary and burdensome proposed rule, file code CMS-9922-P . It purports to protect rights of conscience, but it is clearly a religiously motivated attempt to create additional barriers to women being able to exercise their right to choose . The rule does not protect religion, it imposes religion on consumers ."
